method,combo,n_tasks,target,cos_mix,dot_mix,ts_cos,ts_dot,kc_cos,kc_dot
base,mnli+qqp,2,cb,0.039542441850547595,0.15906472829831006,0.028025739684853855,0.07953236414915503,0.03138858293834628,1.5718938181091524
base,mnli+qqp,2,scitail,0.07224228844246812,1.1331791105285804,0.051413639793030194,0.5665895552642902,0.03138858293834628,1.5718938181091524
base,mnli+qqp,2,stsb,0.01478433120338205,0.15696426373188982,0.010632525602939907,0.07848213186594491,0.03138858293834628,1.5718938181091524
base,mnli+qqp,2,cr,0.020500513227287118,0.16370700190570997,0.014659058819110456,0.08185350095285499,0.03138858293834628,1.5718938181091524
base,mnli+qqp,2,rotten_tomatoes,0.020484997121602417,0.2189987218073826,0.014645430079566382,0.1094993609036913,0.03138858293834628,1.5718938181091524
base,mnli+qqp,2,multirc,0.02631441813399141,0.522880786086903,0.018792153852367034,0.2614403930434515,0.03138858293834628,1.5718938181091524
base,mnli+qqp,2,copa,0.00536081694939558,0.024343145898462856,0.0038427130701601435,0.012171572949231428,0.03138858293834628,1.5718938181091524
base,mnli+qqp,2,piqa,0.009560231535304812,0.1324057919924098,0.006857863207820834,0.0662028959962049,0.03138858293834628,1.5718938181091524
base,mnli+sst2,2,mrpc,0.02946413355523146,0.16166393289957331,0.024656489514153834,0.08083196644978666,0.0241824645302296,0.45324218783237596
base,mnli+sst2,2,boolq,0.017877908486006667,0.1545823385503232,0.01445374329869185,0.0772911692751616,0.0241824645302296,0.45324218783237596
base,mnli+sst2,2,rte,0.051247774100578646,0.2701867463101404,0.03732342100868483,0.1350933731550702,0.0241824645302296,0.45324218783237596
base,mnli+sst2,2,cola,0.027356605137204313,0.2220675407376525,0.024289584455963773,0.11103377036882625,0.0241824645302296,0.45324218783237596
base,mnli+sst2,2,cb,0.051728715987963844,0.1584155019713663,0.036641728220804,0.07920775098568315,0.0241824645302296,0.45324218783237596
base,mnli+sst2,2,scitail,0.07777931817735849,0.9288097655000194,0.05050217519476535,0.4644048827500097,0.0241824645302296,0.45324218783237596
base,mnli+sst2,2,stsb,0.01218710289826087,0.0985042929520017,0.009229243558021157,0.04925214647600085,0.0241824645302296,0.45324218783237596
base,mnli+sst2,2,cr,0.0817372320461858,0.4969103286620577,0.10623141288586997,0.24845516433102885,0.0241824645302296,0.45324218783237596
base,mnli+sst2,2,rotten_tomatoes,0.09562649201340422,0.7782864566237536,0.1268850294914589,0.3891432283118768,0.0241824645302296,0.45324218783237596
base,mnli+sst2,2,multirc,0.026289799203686497,0.3976964892641592,0.01795162950838501,0.1988482446320796,0.0241824645302296,0.45324218783237596
base,mnli+sst2,2,copa,0.008414738296546615,0.029089878924697762,0.008803984721376203,0.014544939462348881,0.0241824645302296,0.45324218783237596
base,mnli+sst2,2,piqa,0.009625682154559865,0.10149056399768892,0.007863830085600555,0.05074528199884446,0.0241824645302296,0.45324218783237596
base,mnli+record,2,mrpc,0.0216338440399686,0.12926835721207947,0.013849523636105723,0.06463417860603973,0.006563271791793852,0.20339150063902534
base,mnli+record,2,boolq,0.016932836978101117,0.1594453874084455,0.011952783994432878,0.07972269370422275,0.006563271791793852,0.20339150063902534
base,mnli+record,2,rte,0.04079528235546153,0.234227588661841,0.025067713703180037,0.1171137943309205,0.006563271791793852,0.20339150063902534
base,mnli+record,2,cola,0.01857389710053473,0.16419691229581918,0.011907513660361259,0.08209845614790959,0.006563271791793852,0.20339150063902534
base,mnli+record,2,cb,0.0417648470236372,0.13928871889955619,0.02548374317411912,0.06964435944977809,0.006563271791793852,0.20339150063902534
base,mnli+record,2,scitail,0.06515699384164517,0.8473498361109524,0.038874348885105076,0.4236749180554762,0.006563271791793852,0.20339150063902534
base,mnli+record,2,stsb,0.010486435863898247,0.09230424082616491,0.006869274312111684,0.046152120413082455,0.006563271791793852,0.20339150063902534
base,mnli+record,2,cr,0.018093671266602617,0.11979090958545598,0.011713091781570793,0.05989545479272799,0.006563271791793852,0.20339150063902534
base,mnli+record,2,rotten_tomatoes,0.01865810243711123,0.16537421343615483,0.012233695551356108,0.08268710671807741,0.006563271791793852,0.20339150063902534
base,mnli+record,2,multirc,0.022920962634825338,0.37760384764090993,0.014361311442738098,0.18880192382045496,0.006563271791793852,0.20339150063902534
base,mnli+record,2,copa,0.004918091284558024,0.01851556440238368,0.003392376514101147,0.00925778220119184,0.006563271791793852,0.20339150063902534
base,mnli+record,2,piqa,0.0082930407390452,0.09522413087680175,0.005656547498145455,0.04761206543840087,0.006563271791793852,0.20339150063902534
base,mnli+snli,2,mrpc,0.023121238939923232,0.20159209654507282,0.018475628425732103,0.10079604827253641,0.2421541165218732,14.627399576973199
base,mnli+snli,2,boolq,0.015383884472657287,0.21137426343849486,0.012245955879073019,0.10568713171924743,0.2421541165218732,14.627399576973199
base,mnli+snli,2,rte,0.05068137574536419,0.4246003657283445,0.040258857067125405,0.21230018286417224,0.2421541165218732,14.627399576973199
base,mnli+snli,2,cola,0.022728544058560368,0.2931820869625159,0.017978142818511622,0.14659104348125795,0.2421541165218732,14.627399576973199
base,mnli+snli,2,cb,0.053032830376765296,0.258079625406908,0.04209531416025617,0.129039812703454,0.2421541165218732,14.627399576973199
base,mnli+snli,2,scitail,0.08233813408855281,1.5624516835322115,0.06555165104524624,0.7812258417661058,0.2421541165218732,14.627399576973199
base,mnli+snli,2,stsb,0.013255739194442446,0.17025566253496474,0.01043349488118563,0.08512783126748237,0.2421541165218732,14.627399576973199
base,mnli+snli,2,cr,0.01939470487754715,0.18736316195546016,0.01546893179349541,0.09368158097773008,0.2421541165218732,14.627399576973199
base,mnli+snli,2,rotten_tomatoes,0.019944492917224204,0.25794504041090516,0.0158805426340591,0.12897252020545258,0.2421541165218732,14.627399576973199
base,mnli+snli,2,multirc,0.025671746452366348,0.6171103595881386,0.0205009137591093,0.3085551797940693,0.2421541165218732,14.627399576973199
base,mnli+snli,2,copa,0.005285402207136764,0.02903502978393207,0.004174036895798176,0.014517514891966034,0.2421541165218732,14.627399576973199
base,mnli+snli,2,piqa,0.00969413980047191,0.16242256387565118,0.007626487107946976,0.08121128193782559,0.2421541165218732,14.627399576973199
base,mnli+anli_r1,2,mrpc,0.03178763422125354,0.17141321543209315,0.03872097570071935,0.08570660771604657,0.1458202949739891,1.6158802793323304
base,mnli+anli_r1,2,boolq,0.01715769460564609,0.1458037606975169,0.017153178399821795,0.07290188034875845,0.1458202949739891,1.6158802793323304
base,mnli+anli_r1,2,rte,0.06740223664193079,0.34924481872507174,0.08586545188940034,0.17462240936253587,0.1458202949739891,1.6158802793323304
base,mnli+anli_r1,2,cola,0.025553240262281594,0.20386162828885274,0.029020104308804338,0.10193081414442637,0.1458202949739891,1.6158802793323304
base,mnli+anli_r1,2,cb,0.07743069913811694,0.23304821943928078,0.10785407480672043,0.11652410971964039,0.1458202949739891,1.6158802793323304
base,mnli+anli_r1,2,scitail,0.0929819152716424,1.0912587977274157,0.09442857314696759,0.5456293988637079,0.1458202949739891,1.6158802793323304
base,mnli+anli_r1,2,stsb,0.01223323288132785,0.09717679078638358,0.011730826402106029,0.04858839539319179,0.1458202949739891,1.6158802793323304
base,mnli+anli_r1,2,cr,0.026076570335783048,0.15580277824715072,0.03182284502166528,0.07790138912357536,0.1458202949739891,1.6158802793323304
base,mnli+anli_r1,2,rotten_tomatoes,0.024139813944898874,0.19309089541002927,0.026827270123027026,0.09654544770501464,0.1458202949739891,1.6158802793323304
base,mnli+anli_r1,2,multirc,0.02805950237936672,0.41716809102657976,0.025385280256737818,0.20858404551328988,0.1458202949739891,1.6158802793323304
base,mnli+anli_r1,2,copa,0.0070672423112933536,0.024011423693319024,0.009726754575613799,0.012005711846659512,0.1458202949739891,1.6158802793323304
base,mnli+anli_r1,2,piqa,0.009131974930077606,0.09462926976392992,0.009142334137301995,0.04731463488196496,0.1458202949739891,1.6158802793323304
base,mnli+paws,2,mrpc,0.027752323669289647,0.14955900197140004,0.023293236361940965,0.07477950098570002,0.02233414744612319,0.353845844615418
base,mnli+paws,2,boolq,0.03143001794533644,0.2669202562623997,0.03880209275355115,0.13346012813119984,0.02233414744612319,0.353845844615418
base,mnli+paws,2,rte,0.04963990217747817,0.2570476822995892,0.03574250734000013,0.1285238411497946,0.02233414744612319,0.353845844615418
